run_accession	library_name	library_strategy	base_count	first_public	last_updated	run_alias	fastq_ftp	sample_alias	sample_title
SRR24706718	WR03-210316-14_B04	RNA-Seq	9489112102	2023-10-24	2023-10-24	SL506373.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24706718/SRR24706718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24706718/SRR24706718_2.fastq.gz	SL506373	Metagenome or environmental sample from wastewater metagenome
SRR24706720	WG02-210316-14_B04	RNA-Seq	9343610314	2023-10-24	2023-10-24	SL506372.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24706720/SRR24706720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24706720/SRR24706720_2.fastq.gz	SL506372	Metagenome or environmental sample from wastewater metagenome
SRR24706731	WG0A-210309-14_B04	RNA-Seq	6436077228	2023-10-24	2023-10-24	SL506362.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24706731/SRR24706731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24706731/SRR24706731_2.fastq.gz	SL506362	Metagenome or environmental sample from wastewater metagenome
SRR24706733	WG01-210223-14_B03	RNA-Seq	4817895694	2023-10-24	2023-10-24	SL506300.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24706733/SRR24706733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24706733/SRR24706733_2.fastq.gz	SL506300	Metagenome or environmental sample from wastewater metagenome
SRR24706735	WG0P-210209-14_B03	RNA-Seq	9900252788	2023-10-24	2023-10-24	SL506297.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24706735/SRR24706735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24706735/SRR24706735_2.fastq.gz	SL506297	Metagenome or environmental sample from wastewater metagenome
SRR24706736	WC0Dc-210427-14_B05	RNA-Seq	9127314592	2023-10-24	2023-10-24	SL506001.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24706736/SRR24706736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24706736/SRR24706736_2.fastq.gz	SL506001	Metagenome or environmental sample from wastewater metagenome
SRR24706738	WG0N-210209-14_B03	RNA-Seq	6926196350	2023-10-24	2023-10-24	SL506295.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24706738/SRR24706738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24706738/SRR24706738_2.fastq.gz	SL506295	Metagenome or environmental sample from wastewater metagenome
SRR24706739	WG0E-210209-14_B03	RNA-Seq	8717017694	2023-10-24	2023-10-24	SL506294.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24706739/SRR24706739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24706739/SRR24706739_2.fastq.gz	SL506294	Metagenome or environmental sample from wastewater metagenome
SRR24706741	WG0Hm-210209-14_B03	RNA-Seq	9284189700	2023-10-24	2023-10-24	SL506292.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24706741/SRR24706741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24706741/SRR24706741_2.fastq.gz	SL506292	Metagenome or environmental sample from wastewater metagenome
SRR24706742	WG0W-210209-14_B03	RNA-Seq	7923072378	2023-10-24	2023-10-24	SL506291.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24706742/SRR24706742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24706742/SRR24706742_2.fastq.gz	SL506291	Metagenome or environmental sample from wastewater metagenome
SRR24706745	WG0V-210209-14_B03	RNA-Seq	9603500340	2023-10-24	2023-10-24	SL506288.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706745/SRR24706745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706745/SRR24706745_2.fastq.gz	SL506288	Metagenome or environmental sample from wastewater metagenome
SRR24706748	WG01-210209-14_B03	RNA-Seq	5752794678	2023-10-24	2023-10-24	SL506286.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706748/SRR24706748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706748/SRR24706748_2.fastq.gz	SL506286	Metagenome or environmental sample from wastewater metagenome
SRR24706751	WG0L-210119-14_B03	RNA-Seq	6705318382	2023-10-24	2023-10-24	SL506282.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24706751/SRR24706751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24706751/SRR24706751_2.fastq.gz	SL506282	Metagenome or environmental sample from wastewater metagenome
SRR24706753	WC0Dc-210420-14_B05	RNA-Seq	8571627042	2023-10-24	2023-10-24	SL505986.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706753/SRR24706753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706753/SRR24706753_2.fastq.gz	SL505986	Metagenome or environmental sample from wastewater metagenome
SRR24706754	A1600-10-14_B05	RNA-Seq	14335551628	2023-10-24	2023-10-24	SL506048.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24706754/SRR24706754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24706754/SRR24706754_2.fastq.gz	SL506048	Metagenome or environmental sample from wastewater metagenome
SRR24706762	A0800-2-14_B05	RNA-Seq	8997047798	2023-10-24	2023-10-24	SL506040.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24706762/SRR24706762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24706762/SRR24706762_2.fastq.gz	SL506040	Metagenome or environmental sample from wastewater metagenome
SRR24706764	A0700-1-14_B05	RNA-Seq	9912971216	2023-10-24	2023-10-24	SL506039.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24706764/SRR24706764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24706764/SRR24706764_2.fastq.gz	SL506039	Metagenome or environmental sample from wastewater metagenome
SRR24706766	Positive-Control_Extraction_Batch05	RNA-Seq	9886985022	2023-10-24	2023-10-24	SL506038.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24706766/SRR24706766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24706766/SRR24706766_2.fastq.gz	SL506038	Metagenome or environmental sample from wastewater metagenome
SRR24706767	WC0Dg-210518-14_B05	RNA-Seq	8960067596	2023-10-24	2023-10-24	SL506037.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24706767/SRR24706767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24706767/SRR24706767_2.fastq.gz	SL506037	Metagenome or environmental sample from wastewater metagenome
SRR24706771	WM06-210511-14_B05	RNA-Seq	8155252998	2023-10-24	2023-10-24	SL506033.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706771/SRR24706771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706771/SRR24706771_2.fastq.gz	SL506033	Metagenome or environmental sample from wastewater metagenome
SRR24706772	WC0Dg-210511-14_B05	RNA-Seq	7821510382	2023-10-24	2023-10-24	SL506032.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706772/SRR24706772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706772/SRR24706772_2.fastq.gz	SL506032	Metagenome or environmental sample from wastewater metagenome
SRR24706779	WG0L-210330-14_B04	RNA-Seq	10023260710	2023-10-24	2023-10-24	SL506409.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706779/SRR24706779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706779/SRR24706779_2.fastq.gz	SL506409	Metagenome or environmental sample from wastewater metagenome
SRR24706782	WG0Hm-210330-14_B04	RNA-Seq	8596839814	2023-10-24	2023-10-24	SL506406.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24706782/SRR24706782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24706782/SRR24706782_2.fastq.gz	SL506406	Metagenome or environmental sample from wastewater metagenome
SRR24706785	WG0R-210330-14_B04	RNA-Seq	10517811380	2023-10-24	2023-10-24	SL506403.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706785/SRR24706785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706785/SRR24706785_2.fastq.gz	SL506403	Metagenome or environmental sample from wastewater metagenome
SRR24706791	WC0Dg-210323-14_B04	RNA-Seq	15885038430	2023-10-24	2023-10-24	SL506398.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706791/SRR24706791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706791/SRR24706791_2.fastq.gz	SL506398	Metagenome or environmental sample from wastewater metagenome
SRR24706793	WG0R-210309-14_B04	RNA-Seq	8258933222	2023-10-24	2023-10-24	SL506361.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24706793/SRR24706793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24706793/SRR24706793_2.fastq.gz	SL506361	Metagenome or environmental sample from wastewater metagenome
SRR24706800	WG0P-210302-14_B04	RNA-Seq	6837177320	2023-10-24	2023-10-24	SL506354.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706800/SRR24706800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706800/SRR24706800_2.fastq.gz	SL506354	Metagenome or environmental sample from wastewater metagenome
SRR24706801	WG0L-210302-14_B03	RNA-Seq	10300128874	2023-10-24	2023-10-24	SL506353.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24706801/SRR24706801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24706801/SRR24706801_2.fastq.gz	SL506353	Metagenome or environmental sample from wastewater metagenome
SRR24706802	WR03-210504-14_B05	RNA-Seq	8263418526	2023-10-24	2023-10-24	SL506006.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706802/SRR24706802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706802/SRR24706802_2.fastq.gz	SL506006	Metagenome or environmental sample from wastewater metagenome
SRR24706808	WG0R-210302-14_B03	RNA-Seq	5517976994	2023-10-24	2023-10-24	SL506347.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24706808/SRR24706808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24706808/SRR24706808_2.fastq.gz	SL506347	Metagenome or environmental sample from wastewater metagenome
SRR24706810	WR03-210302-14_B03	RNA-Seq	7553100332	2023-10-24	2023-10-24	SL506345.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24706810/SRR24706810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24706810/SRR24706810_2.fastq.gz	SL506345	Metagenome or environmental sample from wastewater metagenome
SRR24706812	WG01-210302-14_B03	RNA-Seq	9785764890	2023-10-24	2023-10-24	SL506343.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24706812/SRR24706812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24706812/SRR24706812_2.fastq.gz	SL506343	Metagenome or environmental sample from wastewater metagenome
SRR24706813	WG0W-210126-14_B03	RNA-Seq	11573769480	2023-10-24	2023-10-24	SL506264.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24706813/SRR24706813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24706813/SRR24706813_2.fastq.gz	SL506264	Metagenome or environmental sample from wastewater metagenome
SRR24706814	WG0A-210126-14_B03	RNA-Seq	7529858110	2023-10-24	2023-10-24	SL506263.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24706814/SRR24706814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24706814/SRR24706814_2.fastq.gz	SL506263	Metagenome or environmental sample from wastewater metagenome
SRR24706815	WG0R-210126-14_B03	RNA-Seq	11897418048	2023-10-24	2023-10-24	SL506262.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24706815/SRR24706815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24706815/SRR24706815_2.fastq.gz	SL506262	Metagenome or environmental sample from wastewater metagenome
SRR24706820	WM04-20201007-14_B02	RNA-Seq	7775890262	2023-10-24	2023-10-24	SL506257.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24706820/SRR24706820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24706820/SRR24706820_2.fastq.gz	SL506257	Metagenome or environmental sample from wastewater metagenome
SRR24706824	WM04-201021-05_B02	RNA-Seq	5829336276	2023-10-24	2023-10-24	SL506254.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24706824/SRR24706824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24706824/SRR24706824_2.fastq.gz	SL506254	Metagenome or environmental sample from wastewater metagenome
SRR24706826	WG02-201021-05_B02	RNA-Seq	9735559504	2023-10-24	2023-10-24	SL506252.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24706826/SRR24706826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24706826/SRR24706826_2.fastq.gz	SL506252	Metagenome or environmental sample from wastewater metagenome
SRR24706829	WM05-20201007-14_B02	RNA-Seq	6313039106	2023-10-24	2023-10-24	SL506249.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24706829/SRR24706829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24706829/SRR24706829_2.fastq.gz	SL506249	Metagenome or environmental sample from wastewater metagenome
SRR24706831	WR03-20201007-14_B02	RNA-Seq	7992317354	2023-10-24	2023-10-24	SL506247.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24706831/SRR24706831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24706831/SRR24706831_2.fastq.gz	SL506247	Metagenome or environmental sample from wastewater metagenome
SRR24706838	WG0R-210112-14_B02	RNA-Seq	5639563704	2023-10-24	2023-10-24	SL506222.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24706838/SRR24706838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24706838/SRR24706838_2.fastq.gz	SL506222	Metagenome or environmental sample from wastewater metagenome
SRR24706845	WG0L-210105-14_B02	RNA-Seq	5004201910	2023-10-24	2023-10-24	SL506215.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706845/SRR24706845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706845/SRR24706845_2.fastq.gz	SL506215	Metagenome or environmental sample from wastewater metagenome
SRR24706846	WG0R-210427-14_B05	RNA-Seq	9190877136	2023-10-24	2023-10-24	SL505993.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/046/SRR24706846/SRR24706846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/046/SRR24706846/SRR24706846_2.fastq.gz	SL505993	Metagenome or environmental sample from wastewater metagenome
SRR24706848	WG0Hp-210105-14_B02	RNA-Seq	9393798184	2023-10-24	2023-10-24	SL506213.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706848/SRR24706848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706848/SRR24706848_2.fastq.gz	SL506213	Metagenome or environmental sample from wastewater metagenome
SRR24706849	WG0Hm-210105-14_B02	RNA-Seq	16240659738	2023-10-24	2023-10-24	SL506212.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706849/SRR24706849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706849/SRR24706849_2.fastq.gz	SL506212	Metagenome or environmental sample from wastewater metagenome
SRR24706852	WG02-210105-14_B02	RNA-Seq	10225145898	2023-10-24	2023-10-24	SL506207.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24706852/SRR24706852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24706852/SRR24706852_2.fastq.gz	SL506207	Metagenome or environmental sample from wastewater metagenome
SRR24706853	WG0S-201202-14_B02	RNA-Seq	8773635446	2023-10-24	2023-10-24	SL506166.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706853/SRR24706853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706853/SRR24706853_2.fastq.gz	SL506166	Metagenome or environmental sample from wastewater metagenome
SRR24706857	WG01-201202-14_B02	RNA-Seq	10612805782	2023-10-24	2023-10-24	SL506162.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706857/SRR24706857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706857/SRR24706857_2.fastq.gz	SL506162	Metagenome or environmental sample from wastewater metagenome
SRR24706860	B1400-8-14_B05	RNA-Seq	8836684892	2023-10-24	2023-10-24	SL506070.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24706860/SRR24706860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24706860/SRR24706860_2.fastq.gz	SL506070	Metagenome or environmental sample from wastewater metagenome
SRR24706865	WM06-210608-14_B06	RNA-Seq	8573064260	2023-10-24	2023-10-24	WM06-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706865/SRR24706865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706865/SRR24706865_2.fastq.gz	WM06-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706868	WM06-210518-14_B06	RNA-Seq	9782531376	2023-10-24	2023-10-24	WM06-210518-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24706868/SRR24706868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24706868/SRR24706868_2.fastq.gz	WM06-210518-14	Metagenome or environmental sample from wastewater metagenome
SRR24706874	WGOK-210514C_B06	RNA-Seq	13969614906	2023-10-24	2023-10-24	WGOK-210514C_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24706874/SRR24706874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24706874/SRR24706874_2.fastq.gz	WGOK-210514C	Metagenome or environmental sample from wastewater metagenome
SRR24706875	WGOK-210510C_B06	RNA-Seq	6538002228	2023-10-24	2023-10-24	WGOK-210510C_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24706875/SRR24706875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24706875/SRR24706875_2.fastq.gz	WGOK-210510C	Metagenome or environmental sample from wastewater metagenome
SRR24706876	WGOK-210509C_B06	RNA-Seq	7858788960	2023-10-24	2023-10-24	WGOK-210509C_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706876/SRR24706876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706876/SRR24706876_2.fastq.gz	WGOK-210509C	Metagenome or environmental sample from wastewater metagenome
SRR24706879	WGOK-210505C_B06	RNA-Seq	8076260368	2023-10-24	2023-10-24	WGOK-210505C_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706879/SRR24706879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706879/SRR24706879_2.fastq.gz	WGOK-210505C	Metagenome or environmental sample from wastewater metagenome
SRR24706883	WR03-210413-14_B04	RNA-Seq	7544904052	2023-10-24	2023-10-24	SL506431.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24706883/SRR24706883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24706883/SRR24706883_2.fastq.gz	SL506431	Metagenome or environmental sample from wastewater metagenome
SRR24706885	WG02g-210413-14_B04	RNA-Seq	8001182564	2023-10-24	2023-10-24	SL506429.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706885/SRR24706885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706885/SRR24706885_2.fastq.gz	SL506429	Metagenome or environmental sample from wastewater metagenome
SRR24706886	WG01-210413-14_B04	RNA-Seq	8959305348	2023-10-24	2023-10-24	SL506428.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24706886/SRR24706886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24706886/SRR24706886_2.fastq.gz	SL506428	Metagenome or environmental sample from wastewater metagenome
SRR24706889	B1600-10-14_B05	RNA-Seq	8942969866	2023-10-24	2023-10-24	SL506072.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24706889/SRR24706889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24706889/SRR24706889_2.fastq.gz	SL506072	Metagenome or environmental sample from wastewater metagenome
SRR24706891	B1200-6-14_B05	RNA-Seq	8152944812	2023-10-24	2023-10-24	SL506068.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706891/SRR24706891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706891/SRR24706891_2.fastq.gz	SL506068	Metagenome or environmental sample from wastewater metagenome
SRR24706894	B0800-2-14_B05	RNA-Seq	11415940958	2023-10-24	2023-10-24	SL506064.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24706894/SRR24706894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24706894/SRR24706894_2.fastq.gz	SL506064	Metagenome or environmental sample from wastewater metagenome
SRR24706899	A0500-23-14_B05	RNA-Seq	8567687150	2023-10-24	2023-10-24	SL506060.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24706899/SRR24706899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24706899/SRR24706899_2.fastq.gz	SL506060	Metagenome or environmental sample from wastewater metagenome
SRR24706900	A0400-22-14_B05	RNA-Seq	9204743768	2023-10-24	2023-10-24	SL506059.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706900/SRR24706900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706900/SRR24706900_2.fastq.gz	SL506059	Metagenome or environmental sample from wastewater metagenome
SRR24706901	WC0Dg-210420-14_B05	RNA-Seq	7458114386	2023-10-24	2023-10-24	SL505987.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24706901/SRR24706901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24706901/SRR24706901_2.fastq.gz	SL505987	Metagenome or environmental sample from wastewater metagenome
SRR24706902	A0200-20-14_B05	RNA-Seq	5613842666	2023-10-24	2023-10-24	SL506057.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706902/SRR24706902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706902/SRR24706902_2.fastq.gz	SL506057	Metagenome or environmental sample from wastewater metagenome
SRR24706903	A0100-19-14_B05	RNA-Seq	8279195610	2023-10-24	2023-10-24	SL506056.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24706903/SRR24706903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24706903/SRR24706903_2.fastq.gz	SL506056	Metagenome or environmental sample from wastewater metagenome
SRR24706906	A2300-17-14_B05	RNA-Seq	9167413246	2023-10-24	2023-10-24	SL506054.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706906/SRR24706906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706906/SRR24706906_2.fastq.gz	SL506054	Metagenome or environmental sample from wastewater metagenome
SRR24706913	WGOK-210403C_B06	RNA-Seq	9462484460	2023-10-24	2023-10-24	WGOK-210403C_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24706913/SRR24706913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24706913/SRR24706913_2.fastq.gz	WGOK-210403C	Metagenome or environmental sample from wastewater metagenome
SRR25070754	WG0S-201125-20	AMPLICON	280512754	2023-06-30	2023-07-11	Babler-13461-032-ARTIC_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/054/SRR25070754/SRR25070754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/054/SRR25070754/SRR25070754_2.fastq.gz	WG0S-201125-20	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
