sequencing_platform	sequencing_type	instrument_model	insert_size	first_file	second_file	uuid	ENA number	sample_name	isolate	strain	organism	latitude	longitude	country	region	city	collection_date	host	host_status	collected_by	isolation_source
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_199/Raw_data/DTU2016-1766-PRJ1066-Metagenome-RL-48_S8_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_199/Raw_data/DTU2016-1766-PRJ1066-Metagenome-RL-48_S8_L001_R2_001.fastq.gz	DTU2016-1766-PRJ1066-Metagenome-RL-48_S8_L001	ERR3562874	DTU2016-1766-PRJ1066-Metagenome-RL-48_S8_L001	DTU2016-1766-PRJ1066-Metagenome-RL-48_S8_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-02-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1617-PRJ1066-RL-Sewage-49_S16_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1617-PRJ1066-RL-Sewage-49_S16_L001_R2_001.fastq.gz	DTU2016-1617-PRJ1066-RL-Sewage-49_S16_L001	ERR3562875	DTU2016-1617-PRJ1066-RL-Sewage-49_S16_L001	DTU2016-1617-PRJ1066-RL-Sewage-49_S16_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-02-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1615-PRJ1066-RL-Sewage-50_S14_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1615-PRJ1066-RL-Sewage-50_S14_L001_R2_001.fastq.gz	DTU2016-1615-PRJ1066-RL-Sewage-50_S14_L001	ERR3562876	DTU2016-1615-PRJ1066-RL-Sewage-50_S14_L001	DTU2016-1615-PRJ1066-RL-Sewage-50_S14_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-02-18			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_188/Raw_data/DTU2016-1172-PRJ1066-RL-Sewage-85_S14_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_188/Raw_data/DTU2016-1172-PRJ1066-RL-Sewage-85_S14_L001_R2_001.fastq.gz	DTU2016-1172-PRJ1066-RL-Sewage-85_S14_L001	ERR3562877	DTU2016-1172-PRJ1066-RL-Sewage-85_S14_L001	DTU2016-1172-PRJ1066-RL-Sewage-85_S14_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-05-16			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1497-PRJ1066-RL-Sewage-88_S10_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1497-PRJ1066-RL-Sewage-88_S10_L001_R2_001.fastq.gz	DTU2016-1497-PRJ1066-RL-Sewage-88_S10_L001	ERR3562878	DTU2016-1497-PRJ1066-RL-Sewage-88_S10_L001	DTU2016-1497-PRJ1066-RL-Sewage-88_S10_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-05-20			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1498-PRJ1066-RD-Sewage-89_S11_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1498-PRJ1066-RD-Sewage-89_S11_L001_R2_001.fastq.gz	DTU2016-1498-PRJ1066-RD-Sewage-89_S11_L001	ERR3562879	DTU2016-1498-PRJ1066-RD-Sewage-89_S11_L001	DTU2016-1498-PRJ1066-RD-Sewage-89_S11_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-05-20			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1499-PRJ1066-RL-Sewage-90_S12_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1499-PRJ1066-RL-Sewage-90_S12_L001_R2_001.fastq.gz	DTU2016-1499-PRJ1066-RL-Sewage-90_S12_L001	ERR3562880	DTU2016-1499-PRJ1066-RL-Sewage-90_S12_L001	DTU2016-1499-PRJ1066-RL-Sewage-90_S12_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-05-25			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1500-PRJ1066-RD-Sewage-91_S13_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1500-PRJ1066-RD-Sewage-91_S13_L001_R2_001.fastq.gz	DTU2016-1500-PRJ1066-RD-Sewage-91_S13_L001	ERR3562881	DTU2016-1500-PRJ1066-RD-Sewage-91_S13_L001	DTU2016-1500-PRJ1066-RD-Sewage-91_S13_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-05-25			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1501-PRJ1066-RL-Sewage-92_S14_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1501-PRJ1066-RL-Sewage-92_S14_L001_R2_001.fastq.gz	DTU2016-1501-PRJ1066-RL-Sewage-92_S14_L001	ERR3562882	DTU2016-1501-PRJ1066-RL-Sewage-92_S14_L001	DTU2016-1501-PRJ1066-RL-Sewage-92_S14_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-05-28			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1502-PRJ1066-RD-Sewage-93_S15_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_190rerun-31112092/Raw_reads/DTU2016-1502-PRJ1066-RD-Sewage-93_S15_L001_R2_001.fastq.gz	DTU2016-1502-PRJ1066-RD-Sewage-93_S15_L001	ERR3562883	DTU2016-1502-PRJ1066-RD-Sewage-93_S15_L001	DTU2016-1502-PRJ1066-RD-Sewage-93_S15_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-05-28			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1572-PRJ1066-RD-Sewage-97_S13_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1572-PRJ1066-RD-Sewage-97_S13_L001_R2_001.fastq.gz	DTU2016-1572-PRJ1066-RD-Sewage-97_S13_L001	ERR3562884	DTU2016-1572-PRJ1066-RD-Sewage-97_S13_L001	DTU2016-1572-PRJ1066-RD-Sewage-97_S13_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1601-PRJ1066-RD-Sewage-97_S1_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1601-PRJ1066-RD-Sewage-97_S1_L001_R2_001.fastq.gz	DTU2016-1601-PRJ1066-RD-Sewage-97_S1_L001	ERR3562885	DTU2016-1601-PRJ1066-RD-Sewage-97_S1_L001	DTU2016-1601-PRJ1066-RD-Sewage-97_S1_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1573-PRJ1066-RL-Sewage-98_S14_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1573-PRJ1066-RL-Sewage-98_S14_L001_R2_001.fastq.gz	DTU2016-1573-PRJ1066-RL-Sewage-98_S14_L001	ERR3562886	DTU2016-1573-PRJ1066-RL-Sewage-98_S14_L001	DTU2016-1573-PRJ1066-RL-Sewage-98_S14_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1602-PRJ1066-RL-Sewage-98_S2_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1602-PRJ1066-RL-Sewage-98_S2_L001_R2_001.fastq.gz	DTU2016-1602-PRJ1066-RL-Sewage-98_S2_L001	ERR3562887	DTU2016-1602-PRJ1066-RL-Sewage-98_S2_L001	DTU2016-1602-PRJ1066-RL-Sewage-98_S2_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1663-PRJ1066-RL-Sewage-98_S18_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1663-PRJ1066-RL-Sewage-98_S18_L001_R2_001.fastq.gz	DTU2016-1663-PRJ1066-RL-Sewage-98_S18_L001	ERR3562888	DTU2016-1663-PRJ1066-RL-Sewage-98_S18_L001	DTU2016-1663-PRJ1066-RL-Sewage-98_S18_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-08			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1574-PRJ1066-RA-Sewage-99_S15_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1574-PRJ1066-RA-Sewage-99_S15_L001_R2_001.fastq.gz	DTU2016-1574-PRJ1066-RA-Sewage-99_S15_L001	ERR3562889	DTU2016-1574-PRJ1066-RA-Sewage-99_S15_L001	DTU2016-1574-PRJ1066-RA-Sewage-99_S15_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1603-PRJ1066-RA-Sewage-99_S3_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1603-PRJ1066-RA-Sewage-99_S3_L001_R2_001.fastq.gz	DTU2016-1603-PRJ1066-RA-Sewage-99_S3_L001	ERR3562890	DTU2016-1603-PRJ1066-RA-Sewage-99_S3_L001	DTU2016-1603-PRJ1066-RA-Sewage-99_S3_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1664-PRJ1066-RA-Sewage-99_S19_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1664-PRJ1066-RA-Sewage-99_S19_L001_R2_001.fastq.gz	DTU2016-1664-PRJ1066-RA-Sewage-99_S19_L001	ERR3562891	DTU2016-1664-PRJ1066-RA-Sewage-99_S19_L001	DTU2016-1664-PRJ1066-RA-Sewage-99_S19_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1575-PRJ1066-RL-Sewage-100_S16_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1575-PRJ1066-RL-Sewage-100_S16_L001_R2_001.fastq.gz	DTU2016-1575-PRJ1066-RL-Sewage-100_S16_L001	ERR3562892	DTU2016-1575-PRJ1066-RL-Sewage-100_S16_L001	DTU2016-1575-PRJ1066-RL-Sewage-100_S16_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1604-PRJ1066-RL-Sewage-100_S4_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1604-PRJ1066-RL-Sewage-100_S4_L001_R2_001.fastq.gz	DTU2016-1604-PRJ1066-RL-Sewage-100_S4_L001	ERR3562893	DTU2016-1604-PRJ1066-RL-Sewage-100_S4_L001	DTU2016-1604-PRJ1066-RL-Sewage-100_S4_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1576-PRJ1066-RD-Sewage-101_S17_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1576-PRJ1066-RD-Sewage-101_S17_L001_R2_001.fastq.gz	DTU2016-1576-PRJ1066-RD-Sewage-101_S17_L001	ERR3562894	DTU2016-1576-PRJ1066-RD-Sewage-101_S17_L001	DTU2016-1576-PRJ1066-RD-Sewage-101_S17_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1605-PRJ1066-RD-Sewage-101_S5_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1605-PRJ1066-RD-Sewage-101_S5_L001_R2_001.fastq.gz	DTU2016-1605-PRJ1066-RD-Sewage-101_S5_L001	ERR3562895	DTU2016-1605-PRJ1066-RD-Sewage-101_S5_L001	DTU2016-1605-PRJ1066-RD-Sewage-101_S5_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-12			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1577-PRJ1066-RL-Sewage-102_S18_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_193/Raw_data/DTU2016-1577-PRJ1066-RL-Sewage-102_S18_L001_R2_001.fastq.gz	DTU2016-1577-PRJ1066-RL-Sewage-102_S18_L001	ERR3562896	DTU2016-1577-PRJ1066-RL-Sewage-102_S18_L001	DTU2016-1577-PRJ1066-RL-Sewage-102_S18_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-14			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1606-PRJ1066-RL-Sewage-102_S6_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1606-PRJ1066-RL-Sewage-102_S6_L001_R2_001.fastq.gz	DTU2016-1606-PRJ1066-RL-Sewage-102_S6_L001	ERR3562897	DTU2016-1606-PRJ1066-RL-Sewage-102_S6_L001	DTU2016-1606-PRJ1066-RL-Sewage-102_S6_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-14			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1609-PRJ1066-RD-Sewage-104_S8_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1609-PRJ1066-RD-Sewage-104_S8_L001_R2_001.fastq.gz	DTU2016-1609-PRJ1066-RD-Sewage-104_S8_L001	ERR3562898	DTU2016-1609-PRJ1066-RD-Sewage-104_S8_L001	DTU2016-1609-PRJ1066-RD-Sewage-104_S8_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-18			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1610-PRJ1066-RA-Sewage-105_S9_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1610-PRJ1066-RA-Sewage-105_S9_L001_R2_001.fastq.gz	DTU2016-1610-PRJ1066-RA-Sewage-105_S9_L001	ERR3562899	DTU2016-1610-PRJ1066-RA-Sewage-105_S9_L001	DTU2016-1610-PRJ1066-RA-Sewage-105_S9_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-06-18			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1611-PRJ1066-RL-Sewage-106_S10_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1611-PRJ1066-RL-Sewage-106_S10_L001_R2_001.fastq.gz	DTU2016-1611-PRJ1066-RL-Sewage-106_S10_L001	ERR3562900	DTU2016-1611-PRJ1066-RL-Sewage-106_S10_L001	DTU2016-1611-PRJ1066-RL-Sewage-106_S10_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-18			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1612-PRJ1066-RL-Sewage-107_S11_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1612-PRJ1066-RL-Sewage-107_S11_L001_R2_001.fastq.gz	DTU2016-1612-PRJ1066-RL-Sewage-107_S11_L001	ERR3562901	DTU2016-1612-PRJ1066-RL-Sewage-107_S11_L001	DTU2016-1612-PRJ1066-RL-Sewage-107_S11_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-06-27			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1613-PRJ1066-RD-Sewage-108_S12_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_195/Raw_data/DTU2016-1613-PRJ1066-RD-Sewage-108_S12_L001_R2_001.fastq.gz	DTU2016-1613-PRJ1066-RD-Sewage-108_S12_L001	ERR3562902	DTU2016-1613-PRJ1066-RD-Sewage-108_S12_L001	DTU2016-1613-PRJ1066-RD-Sewage-108_S12_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-06-27			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1646-PRJ1066-RD-Sewage-109_S1_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1646-PRJ1066-RD-Sewage-109_S1_L001_R2_001.fastq.gz	DTU2016-1646-PRJ1066-RD-Sewage-109_S1_L001	ERR3562903	DTU2016-1646-PRJ1066-RD-Sewage-109_S1_L001	DTU2016-1646-PRJ1066-RD-Sewage-109_S1_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-07-02			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1647-PRJ1066-RL-Sewage-110_S2_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1647-PRJ1066-RL-Sewage-110_S2_L001_R2_001.fastq.gz	DTU2016-1647-PRJ1066-RL-Sewage-110_S2_L001	ERR3562904	DTU2016-1647-PRJ1066-RL-Sewage-110_S2_L001	DTU2016-1647-PRJ1066-RL-Sewage-110_S2_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-07-04			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1648-PRJ1066-RA-Sewage-111_S3_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1648-PRJ1066-RA-Sewage-111_S3_L001_R2_001.fastq.gz	DTU2016-1648-PRJ1066-RA-Sewage-111_S3_L001	ERR3562905	DTU2016-1648-PRJ1066-RA-Sewage-111_S3_L001	DTU2016-1648-PRJ1066-RA-Sewage-111_S3_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-07-04			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1649-PRJ1066-RD-Sewage-112_S4_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1649-PRJ1066-RD-Sewage-112_S4_L001_R2_001.fastq.gz	DTU2016-1649-PRJ1066-RD-Sewage-112_S4_L001	ERR3562906	DTU2016-1649-PRJ1066-RD-Sewage-112_S4_L001	DTU2016-1649-PRJ1066-RD-Sewage-112_S4_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-07-04			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1650-PRJ1066-RL-Sewage-113_S5_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1650-PRJ1066-RL-Sewage-113_S5_L001_R2_001.fastq.gz	DTU2016-1650-PRJ1066-RL-Sewage-113_S5_L001	ERR3562907	DTU2016-1650-PRJ1066-RL-Sewage-113_S5_L001	DTU2016-1650-PRJ1066-RL-Sewage-113_S5_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-07-02			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1651-PRJ1066-RD-Sewage-114_S6_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1651-PRJ1066-RD-Sewage-114_S6_L001_R2_001.fastq.gz	DTU2016-1651-PRJ1066-RD-Sewage-114_S6_L001	ERR3562908	DTU2016-1651-PRJ1066-RD-Sewage-114_S6_L001	DTU2016-1651-PRJ1066-RD-Sewage-114_S6_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-07-13			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1652-PRJ1066-RL-Sewage-115_S7_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1652-PRJ1066-RL-Sewage-115_S7_L001_R2_001.fastq.gz	DTU2016-1652-PRJ1066-RL-Sewage-115_S7_L001	ERR3562909	DTU2016-1652-PRJ1066-RL-Sewage-115_S7_L001	DTU2016-1652-PRJ1066-RL-Sewage-115_S7_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-07-13			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1653-PRJ1066-RA-Sewage-116_S8_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1653-PRJ1066-RA-Sewage-116_S8_L001_R2_001.fastq.gz	DTU2016-1653-PRJ1066-RA-Sewage-116_S8_L001	ERR3562910	DTU2016-1653-PRJ1066-RA-Sewage-116_S8_L001	DTU2016-1653-PRJ1066-RA-Sewage-116_S8_L001		wastewater metagenome	55.6083	12.4503	Denmark	Avedoere	Copenhagen	2016-07-17			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1654-PRJ1066-RL-Sewage-117_S9_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1654-PRJ1066-RL-Sewage-117_S9_L001_R2_001.fastq.gz	DTU2016-1654-PRJ1066-RL-Sewage-117_S9_L001	ERR3562911	DTU2016-1654-PRJ1066-RL-Sewage-117_S9_L001	DTU2016-1654-PRJ1066-RL-Sewage-117_S9_L001		wastewater metagenome	55.695	12.6147	Denmark	Amager	Copenhagen	2016-07-17			DTU	wastewater
Illumina	paired	Illumina MiSeq	300	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1655-PRJ1066-RD-Sewage-118_S10_L001_R1_001.fastq.gz	/home/projects/cge/data/cge_private/FOOD_seqdata/MiSeq/MiSeq_197/Raw_data/DTU2016-1655-PRJ1066-RD-Sewage-118_S10_L001_R2_001.fastq.gz	DTU2016-1655-PRJ1066-RD-Sewage-118_S10_L001	ERR3562912	DTU2016-1655-PRJ1066-RD-Sewage-118_S10_L001	DTU2016-1655-PRJ1066-RD-Sewage-118_S10_L001		wastewater metagenome	55.6406	12.5056	Denmark	Valby	Copenhagen	2016-07-18			DTU	wastewater
