Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,source_material_id,SRA Study
SRR10002710,WGS,302,1024577582,PRJNA561080,SAMN12606578,Metagenome or environmental,480849824,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741842,Norway,Europe,"Norway:Oslo\,Nationaltheateret",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91546 N 10.73209 E,SL335682,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:31:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS23,gCSD17-OSL-AS23_17-06-23_Norway:Oslo:Nationaltheateret,SRP218814
SRR10002711,WGS,302,671545320,PRJNA561080,SAMN12606577,Metagenome or environmental,314051024,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6741841,Norway,Europe,"Norway:Oslo\,Stortinget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91343 N 10.74329 E,SL335681,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:30:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS22,gCSD17-OSL-AS22_17-06-23_Norway:Oslo:Stortinget,SRP218814
SRR10002712,WGS,302,914692164,PRJNA561080,SAMN12606576,Metagenome or environmental,408690682,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6741840,Norway,Europe,"Norway:Oslo\,Jernbanetorget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91226 N 10.75027 E,SL335680,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:31:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS21,gCSD17-OSL-AS21_17-06-23_Norway:Oslo:Jernbanetorget,SRP218814
SRR10002713,WGS,302,1125766004,PRJNA561080,SAMN12606708,Metagenome or environmental,499559376,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741839,United Kingdom,Europe,"United Kingdom:London\,Finsbury Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.51517 N 0.14119 W,SL342396,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:32:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS5,gCSD17-LON-AS5_17-06-21_United Kingdom:London:Finsbury Park,SRP218814
SRR10002714,WGS,302,1880337466,PRJNA561080,SAMN12606709,Metagenome or environmental,835459235,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741838,United Kingdom,Europe,"United Kingdom:London\,Highbury & Islington",not applicable,Illumina HiSeq 2500,Subway and urban air,51.51517 N 0.14119 W,SL342406,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS15,gCSD17-LON-AS15_17-08-18_United Kingdom:London:Highbury & Islington,SRP218814
SRR10002715,WGS,302,1983269334,PRJNA561080,SAMN12606706,Metagenome or environmental,878303289,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741837,United Kingdom,Europe,"United Kingdom:London\,Kings Cross St Pancras",not applicable,Illumina HiSeq 2500,Subway and urban air,51.5245 N 0.1381 W,SL342415,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS24,gCSD17-LON-AS24_17-08-21_United Kingdom:London:Kings Cross St Pancras,SRP218814
SRR10002716,WGS,302,1794760934,PRJNA561080,SAMN12606707,Metagenome or environmental,794524377,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6741836,United Kingdom,Europe,"United Kingdom:London\,Kings Cross St Pancras",not applicable,Illumina HiSeq 2500,Subway and urban air,51.5245 N 0.1381 W,SL342425,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS34,gCSD17-LON-AS34_17-07-23_United Kingdom:London:Kings Cross St Pancras,SRP218814
SRR10002717,WGS,302,1307431688,PRJNA561080,SAMN12606712,Metagenome or environmental,582787769,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741835,United Kingdom,Europe,"United Kingdom:London\,Warren Street",not applicable,Illumina HiSeq 2500,Subway and urban air,51.50674 N 0.14276 W,SL342397,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS6,gCSD17-LON-AS6_17-06-21_United Kingdom:London:Warren Street,SRP218814
SRR10002718,WGS,302,1367531500,PRJNA561080,SAMN12606713,Metagenome or environmental,611203034,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6741834,United Kingdom,Europe,"United Kingdom:London\,Finsbury Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.50674 N 0.14276 W,SL342407,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS16,gCSD17-LON-AS16_17-08-18_United Kingdom:London:Finsbury Park,SRP218814
SRR10002719,WGS,302,1078964762,PRJNA561080,SAMN12606710,Metagenome or environmental,483906955,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6741833,United Kingdom,Europe,"United Kingdom:London\,Pimlico",not applicable,Illumina HiSeq 2500,Subway and urban air,51.51517 N 0.14119 W,SL342420,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS29,gCSD17-LON-AS29_17-08-21_United Kingdom:London:Pimlico,SRP218814
SRR10002720,WGS,302,1619762504,PRJNA561080,SAMN12606711,Metagenome or environmental,716049569,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6741832,United Kingdom,Europe,"United Kingdom:London\,Pimlico",not applicable,Illumina HiSeq 2500,Subway and urban air,51.51517 N 0.14119 W,SL342430,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS39,gCSD17-LON-AS39_17-07-23_United Kingdom:London:Pimlico,SRP218814
SRR10002721,WGS,302,1539955682,PRJNA561080,SAMN12606714,Metagenome or environmental,682395611,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741831,United Kingdom,Europe,"United Kingdom:London\,Vauxhall",not applicable,Illumina HiSeq 2500,Subway and urban air,51.50674 N 0.14276 W,SL342419,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS28,gCSD17-LON-AS28_17-08-21_United Kingdom:London:Vauxhall,SRP218814
SRR10002722,WGS,302,1430921300,PRJNA561080,SAMN12606715,Metagenome or environmental,640068241,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6741830,United Kingdom,Europe,"United Kingdom:London\,Vauxhall",not applicable,Illumina HiSeq 2500,Subway and urban air,51.50674 N 0.14276 W,SL342429,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS38,gCSD17-LON-AS38_17-07-23_United Kingdom:London:Vauxhall,SRP218814
SRR10002723,WGS,302,1122305084,PRJNA561080,SAMN12606613,Metagenome or environmental,510151827,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741829,Norway,Europe,"Norway:Oslo\,Lindeberg",not applicable,Illumina HiSeq 2500,Subway and urban air,59.93276 N 10.88167 E,SL335717,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS58,gCSD17-OSL-AS58_17-06-27_Norway:Oslo:Lindeberg,SRP218814
SRR10002724,WGS,302,1625280950,PRJNA561080,SAMN12606815,Metagenome or environmental,636374630,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741828,Hong Kong,Asia,"Hong Kong:Hong Kong\,Admiralty",not applicable,Illumina HiSeq 2500,Subway and urban air,22.279733 N 114.164584 E,SL310990,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS56,gCSD17-HKG-AS56_17-07-12_Hong Kong:Hong Kong:Admiralty,SRP218814
SRR10002725,WGS,302,1691116044,PRJNA561080,SAMN12606814,Metagenome or environmental,666222056,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741827,Hong Kong,Asia,"Hong Kong:Hong Kong\,Ocean Park",not applicable,Illumina HiSeq 2500,Subway and urban air,22.249142 N 114.174605 E,SL310989,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS55,gCSD17-HKG-AS55_17-07-12_Hong Kong:Hong Kong:Ocean Park,SRP218814
SRR10002726,WGS,302,990435576,PRJNA561080,SAMN12606561,Metagenome or environmental,379750917,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741826,Norway,Europe,"Norway:Oslo\,Stortinget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91343 N 10.74329 E,SL311020,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:32:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS6,gCSD17-OSL-AS6_17-06-21_Norway:Oslo:Stortinget,SRP218814
SRR10002727,WGS,302,1376667604,PRJNA561080,SAMN12606807,Metagenome or environmental,531888944,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-11,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741825,Hong Kong,Asia,"Hong Kong:Hong Kong\,Cheung Sha Wan",not applicable,Illumina HiSeq 2500,Subway and urban air,22.335807 N 114.156443 E,SL310982,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:32:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS48,gCSD17-HKG-AS48_17-07-11_Hong Kong:Hong Kong:Cheung Sha Wan,SRP218814
SRR10002728,WGS,302,1784476928,PRJNA561080,SAMN12606806,Metagenome or environmental,697976904,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-11,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741824,Hong Kong,Asia,"Hong Kong:Hong Kong\,Sham Shui Po",not applicable,Illumina HiSeq 2500,Subway and urban air,22.331291 N 114.161786 E,SL310981,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS47,gCSD17-HKG-AS47_17-07-11_Hong Kong:Hong Kong:Sham Shui Po,SRP218814
SRR10002729,WGS,302,1341885358,PRJNA561080,SAMN12606809,Metagenome or environmental,501876592,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-11,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741823,Hong Kong,Asia,"Hong Kong:Hong Kong\,Tsing Yi",not applicable,Illumina HiSeq 2500,Subway and urban air,22.359245 N 114.107165 E,SL310984,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS50,gCSD17-HKG-AS50_17-07-11_Hong Kong:Hong Kong:Tsing Yi,SRP218814
SRR10002730,WGS,302,1568637226,PRJNA561080,SAMN12606808,Metagenome or environmental,600964812,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-11,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6741822,Hong Kong,Asia,"Hong Kong:Hong Kong\,Lai King",not applicable,Illumina HiSeq 2500,Subway and urban air,22.348727 N 114.126144 E,SL310983,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS49,gCSD17-HKG-AS49_17-07-11_Hong Kong:Hong Kong:Lai King,SRP218814
SRR10002731,WGS,302,1747463506,PRJNA561080,SAMN12606558,Metagenome or environmental,679894616,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741821,Norway,Europe,"Norway:Oslo\,Carl Berners plass",not applicable,Illumina HiSeq 2500,Subway and urban air,59.92566 N 10.77959 E,SL311017,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS3,gCSD17-OSL-AS3_17-06-21_Norway:Oslo:Carl Berners plass,SRP218814
SRR10002732,WGS,302,1589826452,PRJNA561080,SAMN12606810,Metagenome or environmental,618678956,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6741820,Hong Kong,Asia,"Hong Kong:Hong Kong\,Yau Tong",not applicable,Illumina HiSeq 2500,Subway and urban air,22.298656 N 114.236905 E,SL310985,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS51,gCSD17-HKG-AS51_17-07-12_Hong Kong:Hong Kong:Yau Tong,SRP218814
SRR10002733,WGS,302,1592149134,PRJNA561080,SAMN12606813,Metagenome or environmental,619721294,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6741819,Hong Kong,Asia,"Hong Kong:Hong Kong\,Fortress Hill",not applicable,Illumina HiSeq 2500,Subway and urban air,22.288471 N 114.193647 E,SL310988,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS54,gCSD17-HKG-AS54_17-07-12_Hong Kong:Hong Kong:Fortress Hill,SRP218814
SRR10002734,WGS,302,1448068860,PRJNA561080,SAMN12606812,Metagenome or environmental,541454169,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6741818,Hong Kong,Asia,"Hong Kong:Hong Kong\,North Point",not applicable,Illumina HiSeq 2500,Subway and urban air,22.291449 N 114.200449 E,SL310987,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS53,gCSD17-HKG-AS53_17-07-12_Hong Kong:Hong Kong:North Point,SRP218814
SRR10002735,WGS,302,1460928322,PRJNA561080,SAMN12606816,Metagenome or environmental,565457299,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-12,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741817,Hong Kong,Asia,"Hong Kong:Hong Kong\,Tsim Sha Tsui",not applicable,Illumina HiSeq 2500,Subway and urban air,22.29787 N 114.17217 E,SL310991,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS57,gCSD17-HKG-AS57_17-07-12_Hong Kong:Hong Kong:Tsim Sha Tsui,SRP218814
SRR10002736,WGS,302,1049192092,PRJNA561080,SAMN12606615,Metagenome or environmental,470284728,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6741816,Norway,Europe,"Norway:Oslo\,Toeyen",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91558 N 10.7758 E,SL335719,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS60,gCSD17-OSL-AS60_17-06-27_Norway:Oslo:Toeyen,SRP218814
SRR10002737,WGS,302,1847444532,PRJNA561080,SAMN12606659,Metagenome or environmental,822195891,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741815,USA,North America,"USA:New York City\,63rd St.",not applicable,Illumina HiSeq 2500,Subway and urban air,40.626472 N 73.996895 W,SL342364,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-NYC-AS02,gCSD17-NYC-AS02_17-06-21_USA:New York City:63rd St.,SRP218814
SRR10002738,WGS,302,1140488504,PRJNA561080,SAMN12606609,Metagenome or environmental,524531591,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741814,Norway,Europe,"Norway:Oslo\,Stortinget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91343 N 10.74329 E,SL335713,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS54,gCSD17-OSL-AS54_17-06-27_Norway:Oslo:Stortinget,SRP218814
SRR10002739,WGS,302,1367816286,PRJNA561080,SAMN12606606,Metagenome or environmental,620881436,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741813,Norway,Europe,"Norway:Oslo\,Carl Berners plass",not applicable,Illumina HiSeq 2500,Subway and urban air,59.92566 N 10.77959 E,SL335710,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS51,gCSD17-OSL-AS51_17-06-27_Norway:Oslo:Carl Berners plass,SRP218814
SRR10002740,WGS,302,1162574368,PRJNA561080,SAMN12606607,Metagenome or environmental,518569240,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741812,Norway,Europe,"Norway:Oslo\,Groenland",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91278 N 10.76009 E,SL335711,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS52,gCSD17-OSL-AS52_17-06-27_Norway:Oslo:Groenland,SRP218814
SRR10002741,WGS,302,857146668,PRJNA561080,SAMN12606612,Metagenome or environmental,385153741,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6741811,Norway,Europe,"Norway:Oslo\,Ellingsrudaasen",not applicable,Illumina HiSeq 2500,Subway and urban air,59.93651 N 10.91664 E,SL335716,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS57,gCSD17-OSL-AS57_17-06-27_Norway:Oslo:Ellingsrudaasen,SRP218814
SRR10002742,WGS,302,1059511734,PRJNA561080,SAMN12606610,Metagenome or environmental,516537801,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741810,Norway,Europe,"Norway:Oslo\,Nationaltheateret",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91546 N 10.73209 E,SL335714,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS55,gCSD17-OSL-AS55_17-06-27_Norway:Oslo:Nationaltheateret,SRP218814
SRR10002743,WGS,302,1667210328,PRJNA561080,SAMN12606658,Metagenome or environmental,755083690,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6741809,USA,North America,"USA:New York City\,72nd St.",not applicable,Illumina HiSeq 2500,Subway and urban air,40.775594 N 73.97641 W,SL342363,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-NYC-AS01,gCSD17-NYC-AS01_17-06-21_USA:New York City:72nd St.,SRP218814
SRR10002744,WGS,302,1130149232,PRJNA561080,SAMN12606611,Metagenome or environmental,529915379,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-27,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6741808,Norway,Europe,"Norway:Oslo\,Montebello",not applicable,Illumina HiSeq 2500,Subway and urban air,59.93482 N 10.6664 E,SL335715,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS56,gCSD17-OSL-AS56_17-06-27_Norway:Oslo:Montebello,SRP218814
SRR10002745,WGS,302,1027019554,PRJNA561080,SAMN12606594,Metagenome or environmental,456589406,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741807,Norway,Europe,"Norway:Oslo\,Nationaltheateret",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91546 N 10.73209 E,SL335698,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:33:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS39,gCSD17-OSL-AS39_17-06-26_Norway:Oslo:Nationaltheateret,SRP218814
SRR10002746,WGS,302,1200162798,PRJNA561080,SAMN12606595,Metagenome or environmental,541184569,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6741806,Norway,Europe,"Norway:Oslo\,Montebello",not applicable,Illumina HiSeq 2500,Subway and urban air,59.93482 N 10.6664 E,SL335699,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS40,gCSD17-OSL-AS40_17-06-26_Norway:Oslo:Montebello,SRP218814
